i	dep_id	name	dev_stat	url	code_list	longitude	latitude
38632	10103295	"Roff"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103295"	" AU "	-122.8689	41.36151
38732	10114935	"Unnamed Location"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10114935"	" HG "	-123.56003	41.18263
38901	10141431	"Meridian Rock Quarry"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141431"	" STN_C "	-122.93112	41.53174
39106	10165101	"Scott Mountain"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165101"	" CR "	-122.70171	41.28814
39108	10165324	"Tea Bar Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165324"	" AU "	-123.54614	41.56733
39109	10165497	"Yankee John"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165497"	" AU AG "	-122.46079	40.53315
39115	10166137	"Sunrise"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166137"	" AU AG "	-122.79722	41.71764
39116	10166214	"Last Chance Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166214"	" AU "	-122.80362	41.30674
39473	10213448	"Katherine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213448"	" AU "	-122.81052	41.30094
39475	10213787	"Native Son Placer"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213787"	" AU "	-123.30833	41.26264
39684	10238383	"Blue Lead"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238383"	" AU "	-122.84222	41.45544
39685	10238453	"Turk Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238453"	" AU AG "	-122.92252	41.59814
39693	10239684	"Woorat Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10239684"	" AU "	-122.80751	40.79265
39853	10260545	"Prior No. 1 Deposit"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260545"	" MN "	-123.57082	40.25485
40035	10286487	"The Wertz Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286487"	" AU "	-122.6869	40.71315
40041	10287195	"Big Blue Claim"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287195"	" CU "	-122.83362	41.26984
40480	10030534	"Reported Occurrences"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030534"	" AU "	-123.92754	41.4615
40481	10030607	"Harveston Bar"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030607"	" AU "	-123.52876	41.31799
40511	10034465	"Mountain View"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034465"	" AU "	-122.42026	40.64318
40519	10035382	"Barandun"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035382"	" AU "	-122.70805	41.32345
40520	10035461	"Hobart"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035461"	" AU "	-122.8064	41.73678
40521	10035486	"Hogan"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035486"	" AU "	-123.01251	41.36151
40523	10035590	"Ben Neil"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035590"	" AU "	-122.86668	41.68151
40526	10035828	"Golden King Group"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035828"	" AU AS "	-123.38807	41.12734
40584	10043487	"Foster and Cuff"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043487"	" CR "	-123.16528	40.42291
40854	10076567	"Jacoby Creek Deposit"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10076567"	" LST "	-124.0067	40.81651
40860	10077573	"Potosi"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077573"	" AU "	-122.52888	40.53235
40861	10077587	"Balaklala"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077587"	" CU AG "	-122.49916	40.72513
40862	10077608	"Philadelphia and Roosevelt"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077608"	" AU "	-122.67971	40.71735
40864	10077802	"Swede"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077802"	" AU "	-123.21335	41.30595
40956	10092054	"Cuneo Inman No. 1"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10092054"	" CR "	-123.95421	41.68982
41047	10103257	"Unnamed"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103257"	" AU "	-122.72028	41.30706
41146	10116775	"Williard and Williams"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116775"	" AU "	-122.4828	40.62015
41148	10117503	"Salmon River Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117503"	" AU "	-123.06332	41.32094
41269	10134632	"Big Dutchman"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10134632"	" AU "	-122.82921	40.83765
41305	10139319	"Unnamed Location"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139319"	" PUM "	-124.27144	40.56404
41320	10141091	"Unnamed Property"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141091"	" AU "	-122.4403	40.70295
41322	10141343	"Chapman Prospect"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141343"	" AU "	-122.69721	41.29564
41323	10141537	"Railroad Mine/Railroad Lease"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141537"	" CR "	-122.52921	41.16174
41324	10141840	"Phillpot"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141840"	" CR "	-123.19141	40.56795
41326	10141956	"Thompson Divide Minco"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141956"	" AU "	-122.79171	40.72765
41477	10163612	"Fort Baker Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10163612"	" MN "	-123.75783	40.59424
41496	10165106	"Gillispie"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165106"	" CU "	-122.4386	40.74565
41505	10165774	"La Grange"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165774"	" AU AG "	-122.98721	40.72925
41510	10166244	"E M Greenwood"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166244"	" STN_C "	-122.60051	41.50314
41690	10188016	"Hackett Property"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188016"	" LST_D "	-124.17674	40.47734
41693	10188312	"Red Cap Lake Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188312"	" AG CU "	-123.42283	41.16844
41705	10190234	"Fillibuster Group"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190234"	" AU PGE_PT "	-122.94721	40.64175
41870	10212163	"Hoopa Valley Indian Reservation #2"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212163"	" AU "	-123.78304	41.27843
41886	10213699	"Hock Drift Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213699"	" AU "	-122.84672	41.66654
41888	10213955	"Reported Occurrence"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213955"	" AU "	-122.6222	40.63175
41891	10214317	"Panther and Utah"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214317"	" CR "	-122.9305	40.28815
42237	10262928	"Placer Operations"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262928"	" AU AG "	-122.87081	40.60045
42238	10262979	"Reported Occurrences"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262979"	" AU "	-123.07052	41.33704
42239	10263005	"Dillon Creek"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263005"	" CU "	-123.70804	41.59923
42241	10263284	"Serpa Ranch"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263284"	" CR "	-122.87362	41.57424
42243	10263514	"Kizer"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263514"	" SDG "	-122.77721	40.85735
42425	10286905	"Lodi"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286905"	" AU PB "	-122.5494	40.54125
42426	10286993	"Gold Acres"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286993"	" AU AG "	-122.53079	40.39456
42857	10029765	"Unknown"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10029765"	" AU "	-123.78203	41.65062
42863	10030554	"Unknown"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030554"	" CR "	-123.73042	40.81717
42895	10033711	"Salt Creek No. 2 and No. 3 Claims"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033711"	" MN "	-123.15028	40.44013
42897	10033876	"Reynolds"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033876"	" CU "	-122.53027	40.73124
42904	10035893	"Occurrence"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035893"	" AU AG CU "	-122.79083	40.78013
43233	10077756	"Siskiyou Lead"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077756"	" PB "	-122.67111	41.37234
43418	10103038	"Porcupine Group"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103038"	" AU "	-122.50721	40.58624
43419	10103045	"Walker"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103045"	" AU AG "	-122.42276	40.65235
43422	10103253	"Old Indian"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103253"	" AU "	-123.31113	41.21123
43513	10116518	"Unnamed Location"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116518"	" AU "	-122.83222	41.52624
43515	10116673	"Cleveland"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116673"	" AU AG "	-122.54719	40.39546
43519	10117568	"Hard Luck"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117568"	" AU AG "	-123.32753	41.26404
43646	10134845	"Hupp"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10134845"	" AU "	-122.93551	40.72485
43675	10138913	"Live Oak"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10138913"	" MN "	-123.54832	40.15095
43832	10158902	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10158902"	" ASB "	-122.61551	41.26954
43880	10165366	"Shasta View"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165366"	" ASB "	-122.44831	41.40874
43887	10166266	"Unnamed Location"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166266"	" AU "	-123.45673	41.40403
43888	10166268	"Skunk Point"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166268"	" AU "	-123.22942	40.73794
44086	10189251	"New Pinery"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189251"	" AU AG "	-122.94532	41.54924
44087	10189255	"Deamer Placer Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189255"	" AU "	-123.04032	41.35234
44095	10190257	"Smith Creek and Gibson"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190257"	" AU "	-122.96721	40.63065
44097	10190289	"Bald Point"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190289"	" AU "	-122.89221	40.67425
44267	10214069	"Red Rock Prospect"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214069"	" AU CR "	-122.90691	41.03564
44442	10238272	"Myers and Smith Claim"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238272"	" AU "	-123.13002	41.29874
44445	10238634	"Failure"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238634"	" AU AG "	-123.20003	41.25654
44446	10238707	"Bouton"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238707"	" AU AG "	-122.85361	40.77485
44449	10238835	"Undetermined"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238835"	" AU "	-122.80251	40.82295
44450	10239020	"Redding Creek Placers"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10239020"	" AU AG "	-122.88861	40.56705
44608	10263326	"Live Oak"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263326"	" CR "	-122.9442	40.30235
44803	10286826	"Goat Camp Claim"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286826"	" MN "	-123.05751	40.31735
44997	60000274	"Old Digging District"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60000274"	" AU BI "	-122.43439	40.66655
45268	10033799	"Americus"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033799"	" CU "	-122.51888	40.55596
45270	10033905	"Bathhurst"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033905"	" CU "	-122.86668	41.32151
45287	10035876	"Daisy"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035876"	" AU PB "	-122.79833	40.74707
45288	10035927	"Bonanza"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035927"	" AU "	-123.10029	40.8954
45371	10048462	"Chanchelulla Peak"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10048462"	" NI PGE_PT "	-122.985	40.45374
45569	10077579	"Desmond"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077579"	" AU "	-122.64527	40.54624
45853	10109530	"Hammer Property"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10109530"	" AU PGE_PT PGE_OS "	-123.59419	40.8904
45868	10111163	"Hyde Mine"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10111163"	" AU "	-122.84306	41.25178
45894	10115135	"Tuwar Creek Pit"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115135"	" SDG "	-123.98805	41.52763
45907	10117057	"Igo"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117057"	" AU AG "	-122.52969	40.49455
45909	10117144	"Oversight"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117144"	" AU AG "	-122.79892	41.73264
45911	10117617	"Twin Cedars Buela A"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117617"	" CR "	-122.9942	40.29425
45913	10117777	"Cleaver Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117777"	" AU "	-123.08532	41.25544
46089	10141139	"Oro Fino No 1 Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141139"	" MN "	-122.90032	41.58204
46091	10141288	"Mccoy Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141288"	" AU "	-122.67611	41.31454
46093	10141663	"Munko Quicksilver"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141663"	" HG "	-122.52641	41.15235
46279	10165210	"Brunswick"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165210"	" AU "	-122.6958	40.70545
46281	10165238	"Honeycomb and Shea Mines"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165238"	" AU "	-122.7	40.72735
46290	10166092	"Bluejay"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166092"	" AU "	-122.7397	40.74345
46462	10189257	"Smiths Claim"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189257"	" AU "	-122.80532	41.31064
46607	10207856	"Steamboat Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10207856"	" AU "	-122.82442	41.67404
46648	10213742	"Unidentified Working"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213742"	" AU "	-123.53334	41.51843
46771	10231729	"Last Chance"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10231729"	" MN "	-123.30361	40.42455
46797	10236207	"Unnamed Location"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236207"	" AU "	-123.86084	41.33593
46809	10237641	"Nordhaimer Placer"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10237641"	" AU "	-123.36503	41.28544
46816	10238701	"Ball"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238701"	" CR "	-122.87222	41.42294
46818	10238783	"Unnamed Location"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238783"	" AU "	-122.72221	41.32874
46963	10262851	"Queen of Sheba"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262851"	" AU "	-122.86942	41.32484
47123	10281291	"Montezuma Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10281291"	" AU "	-122.80442	41.29764
47161	10285398	"Fort Baker"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285398"	" MN CR "	-123.75833	40.59984
47173	10286689	"Calaveras Cement Div."	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286689"	" LST CLY "	-122.40499	40.57065
47176	10286970	"Thelma Quartz"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286970"	" AU "	-122.46499	40.61565
47574	10030568	"Unknown"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030568"	" CR "	-123.71225	41.37483
47577	10030855	"Unknown"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030855"	" AU "	-123.65613	40.72484
47599	10033723	"Wagon No. 1"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033723"	" MN "	-123.54334	40.13679
47603	10034445	"Kanaka"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034445"	" AU "	-122.52804	40.62902
47642	10040731	"Altoona Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10040731"	" HG "	-122.54583	41.13624
47920	10077736	"Malone"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077736"	" CU "	-123.31613	41.6215
47922	10077856	"Sierra Construction Co"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077856"	" STN "	-122.84333	40.84291
48039	10092280	"Murphy Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10092280"	" MN "	-123.54279	40.21652
48057	10095244	"Le Blanc"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10095244"	" CU "	-122.69472	41.06567
48118	10103029	"Mccall"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103029"	" AU "	-122.46777	40.92846
48164	10109422	"Holly"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10109422"	" AU "	-122.42053	40.62874
48209	10114832	"Blue Lake Pit"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10114832"	" SDG "	-123.99194	40.86953
48220	10116454	"Montezuma Hill Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116454"	" AU "	-123.44254	41.66793
48228	10117188	"High Grade"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117188"	" CU "	-123.24002	41.02294
48232	10117479	"Deerlick Springs"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117479"	" GEO "	-122.9303	40.47815
48233	10117793	"Unnamed"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117793"	" AU "	-122.7919	40.53845
48407	10141253	"Coldwater Nos. 1 and 2 Deposits"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141253"	" MN "	-123.52582	40.14875
48411	10141517	"Atomic Mining Co"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141517"	" AU "	-122.95281	40.65295
48414	10141896	"The Halley"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141896"	" CU "	-122.9103	40.13426
48759	10189865	"Mountain King"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189865"	" AU "	-123.54834	41.39263
48760	10189869	"Sunnyslope Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189869"	" AU "	-122.85282	41.35014
48761	10189952	"Gold Road Group"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189952"	" AU "	-122.73002	41.72814
48763	10189996	"Slide"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189996"	" AU "	-122.4789	40.64345
48766	10190189	"Ware Deposits Nos.1 and 2"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190189"	" MN "	-123.51802	40.21455
48769	10190363	"Denver Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190363"	" AU "	-122.67611	41.14484
48954	10212183	"Cavanaugh"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212183"	" AU AG "	-123.67004	41.20123
48968	10214006	"Hayslip Gulch Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214006"	" AU "	-122.75441	41.31454
49099	10231567	"Baker Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10231567"	" MN "	-122.92673	41.70483
49137	10237748	"Bull Dog"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10237748"	" CR "	-122.4275	41.05265
49141	10238361	"Golden Eagle"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238361"	" AU "	-122.84582	41.67594
49147	10238978	"Wicks"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238978"	" AU "	-122.94423	41.66513
49318	10262264	"Stangbau"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262264"	" AU "	-123.51364	41.48793
49323	10262892	"Two Sugar Pines"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262892"	" MN "	-123.24191	40.52545
49324	10263014	"Preacher Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263014"	" AU "	-122.92831	41.06204
49488	10281160	"Atlantic"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10281160"	" AU "	-122.563	40.53235
49513	10284711	"Midnight"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10284711"	" CR "	-123.93335	41.69512
49526	10285381	"Ishi Pishi Pit"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285381"	" SDG "	-123.51804	41.32953
49536	10287219	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287219"	" AU "	-122.483	41.16095
49541	10287402	"Belli and Sons"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287402"	" AU "	-122.69531	41.11014
49544	10287560	"Poverty Slide"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287560"	" AU AG "	-122.69611	41.00675
50014	10033858	"Lone Hand"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033858"	" CU "	-122.49304	40.70068
50020	10034477	"Rawhide"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034477"	" AU "	-122.47553	40.61457
50027	10035450	"Gold Reef"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035450"	" AU "	-122.98668	41.53317
50049	10038050	"Blue Nose Mine"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10038050"	" AU PGE_PT "	-123.53086	41.56733
50093	10043462	"Round Bottom Occurrence"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043462"	" CR "	-122.99416	40.30568
50496	10098554	"Federal Claim"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10098554"	" CR "	-123.21639	40.40485
50527	10103403	"Quimby"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103403"	" AU CU "	-123.34695	40.99151
50528	10103429	"Modoc Gold Mines, Inc."	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103429"	" AU FE "	-122.76583	41.1029
50826	10141363	"Eagle Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141363"	" AU AG "	-122.79801	41.20314
51025	10165666	"Belli"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165666"	" AU "	-122.69801	41.10404
51029	10166176	"George Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166176"	" AU "	-123.03642	41.34764
51030	10166318	"Lucky Strike"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166318"	" AU "	-123.00192	41.36234
51220	10190474	"Black Crane"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190474"	" CR "	-122.5128	41.15765
51381	10214152	"Round Bottom"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214152"	" CR "	-122.9903	40.30375
51547	10238005	"Bennett Patent"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238005"	" AU "	-123.32193	41.25204
51552	10238593	"Blagrave"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238593"	" AU "	-122.65891	41.07544
