i	dep_id	rec	group_name	inserted_by	insert_date	updated_by	update_date
1729	"10012939"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1730	"10012940"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1731	"10012948"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1732	"10013171"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1733	"10013172"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1734	"10013173"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1735	"10013174"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1736	"10013175"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1737	"10013176"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1738	"10013177"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1739	"10013178"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1740	"10013179"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1741	"10013180"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1742	"10013182"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1743	"10013183"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1744	"10013185"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1745	"10013186"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1746	"10013187"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1747	"10013189"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1748	"10013190"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1749	"10013192"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1750	"10013194"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1751	"10013197"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1752	"10013200"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1753	"10013203"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1754	"10013244"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1755	"10013260"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1756	"10013261"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1757	"10013269"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1758	"10013363"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1759	"10013367"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1760	"10013370"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1761	"10013371"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1762	"10013374"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1763	"10013375"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1764	"10013402"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1765	"10013528"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1766	"10013538"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1767	"10013539"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1768	"10013699"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1769	"10013766"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1770	"10013769"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1771	"10013772"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1772	"10013774"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1773	"10013776"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1774	"10013777"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1775	"10013778"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1776	"10013779"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1777	"10013786"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1778	"10013791"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1779	"10013834"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1780	"10013984"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1781	"10013985"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1782	"10013987"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1783	"10013988"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1784	"10013989"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1785	"10013991"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1786	"10013994"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1787	"10016130"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1788	"10016198"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1789	"10279105"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
1790	"10016202"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1791	"10016268"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1792	"10016274"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1793	"10016375"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1794	"10016378"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1795	"10016379"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1796	"10016547"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1797	"10016569"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1798	"10016945"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1799	"10017202"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1800	"10017215"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1801	"10017218"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1802	"10017342"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1803	"10017525"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1804	"10017569"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1805	"10017660"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1806	"10017716"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1807	"10017717"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1808	"10017722"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1809	"10018030"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1810	"10018036"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1811	"10018117"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1812	"10018132"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1813	"10018317"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1814	"10018335"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1815	"10018418"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1816	"10018635"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1817	"10018679"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1818	"10018683"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1819	"10021669"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1820	"10021683"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1821	"10038076"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1822	"10038935"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1823	"10039042"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1824	"10048466"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1825	"10048478"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1826	"10048523"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1827	"10055834"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1828	"10067173"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1829	"10067842"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1830	"10067850"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"03-MAY-11"	""	""
1831	"10068367"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1832	"10068368"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1833	"10068369"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1834	"10068372"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1835	"10068373"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1836	"10068374"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1837	"10068375"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1838	"10068376"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1839	"10068378"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1840	"10068379"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1841	"10068380"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1842	"10068381"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1843	"10068382"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1844	"10069203"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1845	"10069268"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1846	"10072521"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1847	"10072522"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1848	"10072523"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1849	"10072524"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1850	"10072525"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1851	"10072526"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1852	"10072527"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1853	"10072528"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1854	"10072529"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1855	"10072530"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1856	"10072531"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1857	"10072532"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1858	"10072533"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1859	"10072534"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1860	"10072535"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1861	"10072536"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1862	"10072537"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1863	"10072538"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1864	"10072539"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1865	"10072540"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1866	"10072541"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1867	"10072542"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1868	"10072543"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1869	"10072544"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1870	"10072545"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1871	"10072546"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1872	"10072547"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1873	"10072548"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1874	"10072549"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1875	"10072550"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1876	"10072551"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1877	"10072552"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1878	"10279105"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
1879	"10072553"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1880	"10072554"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1881	"10072555"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1882	"10072556"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1883	"10072557"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1884	"10072558"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1885	"10072559"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1886	"10072560"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1887	"10072561"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1888	"10072562"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1889	"10072563"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1890	"10072564"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1891	"10072565"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1892	"10072566"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1893	"10072567"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1894	"10072568"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1895	"10072569"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1896	"10072570"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1897	"10072571"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1898	"10072572"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1899	"10072573"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1900	"10072574"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1901	"10072575"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1902	"10072576"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1903	"10072577"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1904	"10072578"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1905	"10072579"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1906	"10072580"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1907	"10072581"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1908	"10072582"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1909	"10072583"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1910	"10072584"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1911	"10072585"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1912	"10072586"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1913	"10072587"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1914	"10072588"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1915	"10072589"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1916	"10072590"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1917	"10072591"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1918	"10072592"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1919	"10072593"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1920	"10072594"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1921	"10072595"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1922	"10072596"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1923	"10072597"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1924	"10072598"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1925	"10072599"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1926	"10072600"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1927	"10072601"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1928	"10072602"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1929	"10072603"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1930	"10072604"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1931	"10072605"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1932	"10072606"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1933	"10072607"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1934	"10072608"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1935	"10072609"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1936	"10072610"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1937	"10072611"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1938	"10072612"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1939	"10072613"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1940	"10072614"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1941	"10072615"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1942	"10072616"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1943	"10072617"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1944	"10072618"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1945	"10072619"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1946	"10072620"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1947	"10072621"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1948	"10072622"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1949	"10072623"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1950	"10072624"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1951	"10072625"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1952	"10072626"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1953	"10072627"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1954	"10072628"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1955	"10072629"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1956	"10072630"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1957	"10072631"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1958	"10072632"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1959	"10072633"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1960	"10072634"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1961	"10072635"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1962	"10072636"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1963	"10072637"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1964	"10072638"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1965	"10072639"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1966	"10072640"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1967	"10018816"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
1968	"10072641"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1969	"10072642"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1970	"10072643"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1971	"10072644"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1972	"10072645"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1973	"10072646"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1974	"10072647"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1975	"10072648"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1976	"10072649"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1977	"10072650"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1978	"10072651"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1979	"10072652"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1980	"10072653"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1981	"10072654"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1982	"10072655"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1983	"10072656"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1984	"10072657"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1985	"10072658"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1986	"10072659"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1987	"10072661"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1988	"10072662"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1989	"10072663"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1990	"10072664"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1991	"10072665"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1992	"10072666"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1993	"10072667"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1994	"10072668"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1995	"10072669"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1996	"10072670"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1997	"10072671"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1998	"10072672"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
1999	"10072673"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
2000	"10072674"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
2001	"10072675"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
2002	"10072676"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
2003	"10072677"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
2004	"10072678"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
2005	"10072679"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
2006	"10072680"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
2007	"10072681"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"04-MAY-11"	""	""
